Account,Coin_Cluster,Execution_Date,Execution_Price_Start,Execution_Price_End,Average_Execution_Price,open_long_size_tokens,open_short_size_tokens,close_long_size_tokens,close_short_size_tokens,buy_size_tokens,sell_size_tokens,open_long_size_usd,open_short_size_usd,close_long_size_usd,close_short_size_usd,buy_size_usd,sell_size_usd,value,classification,close_pnl,open_long_min_datetime,close_long_max_datetime,open_short_min_datetime,close_short_max_datetime,sell_min_datetime,buy_min_datetime,Price_Diff
0x083384f897ee0f19899168e3b1bec365f52a9012,medium_price_high_volatility,2025-02-03,2025-02-03 02:18:00,2025-02-03 22:21:00,2760.7321123321126,3039.1295,636.0891,3017.1768,300.0,0.0,0.0,8318390.210000001,1732981.8900000001,8234005.920000002,884159.98,0.0,0.0,44.0,Fear,22348.994058,2025-02-03 04:02:00,2025-02-03 21:14:00,2025-02-03 21:14:00,2025-02-03 02:18:00,,,20.05
0x083384f897ee0f19899168e3b1bec365f52a9012,medium_price_high_volatility,2025-02-04,2025-02-04 03:22:00,2025-02-04 06:26:00,2848.9208661417324,0.0,599.8,0.0,300.0,0.0,0.0,0.0,1691276.9999999998,0.0,852426.23,0.0,0.0,72.0,Greed,-22038.24185,,,2025-02-04 03:22:00,2025-02-04 06:26:00,,,3.066666666666667
0x083384f897ee0f19899168e3b1bec365f52a9012,medium_price_high_volatility,2025-02-05,2025-02-05 00:43:00,2025-02-05 05:31:00,2727.8599999999997,0.0,1316.5464000000002,0.0,717.0,0.0,0.0,0.0,3630778.62,0.0,1952084.6900000002,0.0,0.0,54.0,Neutral,44400.9058,,,2025-02-05 00:43:00,2025-02-05 04:49:00,,,4.8
0x083384f897ee0f19899168e3b1bec365f52a9012,medium_price_high_volatility,2025-02-09,2025-02-09 06:16:00,2025-02-09 10:57:00,2668.6843971631206,0.0,118.9785,0.0,418.5249,0.0,0.0,0.0,314686.23,0.0,1118022.7000000002,0.0,0.0,46.0,Neutral,30897.0887,,,2025-02-09 08:50:00,2025-02-09 10:57:00,,,4.683333333333334
0x083384f897ee0f19899168e3b1bec365f52a9012,medium_price_high_volatility,2025-02-10,2025-02-10 03:14:00,2025-02-10 03:41:00,2563.133333333333,0.0,300.0,0.0,300.0,0.0,0.0,0.0,769260.01,0.0,768299.9899999999,0.0,0.0,43.0,Fear,55086.0,,,2025-02-10 03:41:00,2025-02-10 03:14:00,,,0.45
0x083384f897ee0f19899168e3b1bec365f52a9012,medium_price_high_volatility,2025-02-11,2025-02-11 00:42:00,2025-02-11 00:42:00,2692.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,807600.01,0.0,0.0,0.0,0.0,47.0,Neutral,0.0,,,2025-02-11 00:42:00,,,,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,medium_price_high_volatility,2025-02-24,2025-02-24 18:31:00,2025-02-24 18:44:00,2672.2118644067796,0.0,299.99999999999994,0.0,300.0,0.0,0.0,0.0,803380.5900000001,0.0,800123.8700000001,0.0,0.0,49.0,Neutral,10152.12224,,,2025-02-24 18:44:00,2025-02-24 18:31:00,,,0.21666666666666667
0x083384f897ee0f19899168e3b1bec365f52a9012,medium_price_high_volatility,2025-02-25,2025-02-25 03:40:00,2025-02-25 08:47:00,2556.850228310502,0.0,418.76089999999994,0.0,718.7609,0.0,0.0,0.0,1083920.73,0.0,1814276.41,0.0,0.0,25.0,Fear,115445.395538,,,2025-02-25 04:04:00,2025-02-25 08:47:00,,,5.116666666666666
0x083384f897ee0f19899168e3b1bec365f52a9012,medium_price_high_volatility,2025-02-28,2025-02-28 01:02:00,2025-02-28 04:28:00,2291.658181818182,0.0,299.99999999999994,0.0,300.0,0.0,0.0,0.0,687539.9700000001,0.0,685200.0,0.0,0.0,16.0,Extreme Fear,115287.0,,,2025-02-28 01:30:00,2025-02-28 01:02:00,,,3.433333333333333
0x083384f897ee0f19899168e3b1bec365f52a9012,medium_price_high_volatility,2025-03-01,2025-03-01 08:12:00,2025-03-01 08:14:00,2262.84,0.0,29.6681,0.0,29.668100000000003,0.0,0.0,0.0,67257.59,0.0,67103.3,0.0,0.0,20.0,Extreme Fear,9482.221441,,,2025-03-01 08:14:00,2025-03-01 08:12:00,,,0.03333333333333333
0x083384f897ee0f19899168e3b1bec365f52a9012,medium_price_high_volatility,2025-03-03,2025-03-03 12:25:00,2025-03-03 19:12:00,2370.4445396145607,0.0,424.33020000000005,0.0,1300.0,0.0,0.0,0.0,1013300.44,0.0,3075279.92,0.0,0.0,33.0,Fear,271219.000002,,,2025-03-03 19:12:00,2025-03-03 12:25:00,,,6.783333333333333
0x083384f897ee0f19899168e3b1bec365f52a9012,medium_price_high_volatility,2025-03-24,2025-03-24 07:00:00,2025-03-24 08:36:00,1988.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,199600.0,0.0,198600.0,0.0,0.0,45.0,Neutral,40200.0,,,2025-03-24 08:36:00,2025-03-24 07:00:00,,,1.6
0x083384f897ee0f19899168e3b1bec365f52a9012,medium_price_high_volatility,2025-04-12,2025-04-12 12:21:00,2025-04-12 12:31:00,1570.1,0.0,0.0,0.0,424.3302,0.0,0.0,0.0,0.0,0.0,666240.8499999999,0.0,0.0,43.0,Fear,307855.80341,,,,2025-04-12 12:31:00,,,0.16666666666666666
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,high_price_high_volatility,2025-04-23,2025-04-23 05:12:00,2025-04-23 05:22:00,93633.33333333333,0.0,0.036890000000000006,0.0,0.03689,0.0,0.0,0.0,3456.5900000000006,0.0,3449.21,0.0,0.0,72.0,Greed,7.378,,,2025-04-23 05:12:00,2025-04-23 05:22:00,,,0.16666666666666666
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_high_volatility,2025-04-23,2025-04-23 10:31:00,2025-04-23 13:53:00,336.3592,299.99999999999994,100.0,300.0,100.0,0.0,0.0,100400.03,34037.25,100865.26,33899.99,0.0,0.0,72.0,Greed,602.49544,2025-04-23 11:03:00,2025-04-23 13:53:00,2025-04-23 10:31:00,2025-04-23 10:34:00,,,3.3666666666666667
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_high_volatility,2025-04-24,2025-04-24 00:12:00,2025-04-24 04:38:00,344.08567415730334,116.95699999999998,250.00000000000003,116.95700000000001,249.99999999999997,0.0,0.0,39665.39,86685.87,39842.479999999996,86249.96999999999,0.0,0.0,63.0,Greed,612.8562400000001,2025-04-24 03:27:00,2025-04-24 04:38:00,2025-04-24 00:12:00,2025-04-24 00:47:00,,,4.433333333333334
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_high_volatility,2025-04-25,2025-04-25 01:50:00,2025-04-25 06:49:00,359.82237288135593,200.0,400.0,200.0,400.00000000000006,0.0,0.0,71943.67,144244.99999999997,71462.26000000001,143299.99999999997,0.0,0.0,60.0,Greed,463.64,2025-04-25 01:50:00,2025-04-25 02:12:00,2025-04-25 05:09:00,2025-04-25 06:49:00,,,4.983333333333333
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2024-11-30,2024-11-30 01:53:00,2024-11-30 13:10:00,6.429436363636363,0.0,0.0,0.0,0.0,6921.83,14261.76,0.0,0.0,0.0,0.0,43680.92,92166.31999999998,84.0,Extreme Greed,11715.94323,,,,,2024-11-30 01:53:00,2024-11-30 12:30:00,11.283333333333333
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2024-12-01,2024-12-01 05:30:00,2024-12-01 05:30:00,8.4961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,Extreme Greed,0.0,,,,,,,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2024-12-06,2024-12-06 20:01:00,2024-12-06 20:01:00,12.89264705882353,0.0,0.0,0.0,0.0,3761.9700000000003,0.0,0.0,0.0,0.0,0.0,48513.579999999994,0.0,72.0,Greed,0.0,,,,,,2024-12-06 20:01:00,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2024-12-07,2024-12-07 01:54:00,2024-12-07 05:30:00,13.834769230769231,0.0,0.0,0.0,0.0,0.0,3760.6499999999996,0.0,0.0,0.0,0.0,0.0,52028.58,75.0,Extreme Greed,3515.031065,,,,,2024-12-07 01:54:00,,3.6
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2024-12-09,2024-12-09 12:47:00,2024-12-09 12:48:00,12.666630434782608,0.0,0.0,0.0,0.0,4109.51,0.0,0.0,0.0,0.0,0.0,52066.88,0.0,78.0,Extreme Greed,0.0,,,,,,2024-12-09 12:47:00,0.016666666666666666
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2024-12-10,2024-12-10 03:10:00,2024-12-10 05:30:00,13.295171875,0.0,0.0,0.0,0.0,0.0,4108.07,0.0,0.0,0.0,0.0,0.0,54584.700000000004,78.0,Extreme Greed,2517.787385,,,,,2024-12-10 03:10:00,,2.3333333333333335
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2024-12-18,2024-12-18 09:54:00,2024-12-18 10:45:00,25.3105593220339,0.0,0.0,0.0,0.0,2214.8199999999997,2214.04,0.0,0.0,0.0,0.0,55642.42,57255.49,81.0,Extreme Greed,1613.165903,,,,,2024-12-18 10:45:00,2024-12-18 09:54:00,0.85
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2024-12-19,2024-12-19 05:30:00,2024-12-19 05:30:00,23.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,Extreme Greed,0.0,,,,,,,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-01-13,2025-01-13 15:29:00,2025-01-13 15:29:00,0.21101615384615385,0.0,0.0,0.0,0.0,175744.0,0.0,0.0,0.0,0.0,0.0,36997.54,0.0,61.0,Greed,0.0,,,,,,2025-01-13 15:29:00,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-01-17,2025-01-17 08:20:00,2025-01-17 08:21:00,0.23652647058823528,0.0,0.0,0.0,0.0,0.0,175682.0,0.0,0.0,0.0,0.0,0.0,41490.67999999999,75.0,Extreme Greed,4493.232479,,,,,2025-01-17 08:20:00,,0.016666666666666666
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-01-18,2025-01-18 05:30:00,2025-01-18 23:35:00,0.20038615384615385,0.0,0.0,0.0,0.0,212165.0,212090.0,0.0,0.0,0.0,0.0,41487.14,42534.01000000001,77.0,Extreme Greed,1047.030992,,,,,2025-01-18 23:29:00,2025-01-18 16:22:00,18.083333333333332
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-01-19,2025-01-19 00:29:00,2025-01-19 15:37:00,12.769497177419355,0.0,0.0,0.0,0.0,218566.7,218490.07999999996,0.0,0.0,0.0,0.0,133625.24,138467.12,77.0,Extreme Greed,4842.054317,,,,,2025-01-19 00:43:00,2025-01-19 00:29:00,15.133333333333333
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-01-24,2025-01-24 02:53:00,2025-01-24 06:54:00,21.914014749262535,0.0,0.0,0.0,0.0,13404.68,13399.99,0.0,0.0,0.0,0.0,293637.44000000006,295330.84,75.0,Extreme Greed,1693.493165,,,,,2025-01-24 02:57:00,2025-01-24 02:53:00,4.016666666666667
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-01-25,2025-01-25 16:33:00,2025-01-25 23:56:00,22.171888888888887,0.0,0.0,0.0,0.0,2840.13,2839.28,0.0,0.0,0.0,0.0,62644.37,66865.54,75.0,Extreme Greed,4221.156399,,,,,2025-01-25 23:56:00,2025-01-25 16:33:00,7.383333333333334
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-01-27,2025-01-27 05:33:00,2025-01-27 05:33:00,22.09409090909091,0.0,0.0,0.0,0.0,3026.52,0.0,0.0,0.0,0.0,0.0,66856.49,0.0,71.0,Greed,0.0,,,,,,2025-01-27 05:33:00,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-01-28,2025-01-28 13:16:00,2025-01-28 13:18:00,24.378160714285713,0.0,0.0,0.0,0.0,0.0,3025.46,0.0,0.0,0.0,0.0,0.0,73755.73999999999,72.0,Greed,6899.2458320000005,,,,,2025-01-28 13:16:00,,0.03333333333333333
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-01-29,2025-01-29 03:03:00,2025-01-29 03:04:00,22.091217391304347,0.0,0.0,0.0,0.0,3337.59,0.0,0.0,0.0,0.0,0.0,73735.48,0.0,72.0,Greed,0.0,,,,,,2025-01-29 03:03:00,0.016666666666666666
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-01-30,2025-01-30 02:04:00,2025-01-30 02:05:00,24.307618181818185,0.0,0.0,0.0,0.0,0.0,3336.42,0.0,0.0,0.0,0.0,0.0,81107.93,70.0,Greed,7372.485101,,,,,2025-01-30 02:04:00,,0.016666666666666666
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-02-01,2025-02-01 09:56:00,2025-02-01 10:08:00,25.753333333333334,0.0,0.0,0.0,0.0,3164.06,3162.96,0.0,0.0,0.0,0.0,81112.99,82275.12,68.0,Greed,1162.002541,,,,,2025-02-01 10:07:00,2025-02-01 09:56:00,0.2
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-02-02,2025-02-02 02:08:00,2025-02-02 16:04:00,17.758129180672267,25000.0,0.0,25000.0,0.0,764410.23,212781.72999999998,25251.629999999997,0.0,25760.330000000005,0.0,421961.72,340009.53,60.0,Greed,6805.139833,2025-02-02 02:18:00,2025-02-02 02:45:00,,,2025-02-02 02:09:00,2025-02-02 02:08:00,13.933333333333334
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-02-11,2025-02-11 07:17:00,2025-02-11 07:24:00,0.13790112903225807,0.0,0.0,0.0,0.0,0.0,551498.0,0.0,0.0,0.0,0.0,0.0,75901.55000000002,47.0,Neutral,-12346.990829,,,,,2025-02-11 07:17:00,,0.11666666666666667
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-02-12,2025-02-12 05:30:00,2025-02-12 05:30:00,0.13108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,Neutral,0.0,,,,,,,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-02-24,2025-02-24 10:37:00,2025-02-24 12:36:00,21.82584375,0.0,0.0,0.0,0.0,7939.170000000001,4091.9,0.0,0.0,0.0,0.0,172832.62999999998,89762.96999999999,49.0,Neutral,1129.8489260000001,,,,,2025-02-24 11:31:00,2025-02-24 10:37:00,1.9833333333333334
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-02-25,2025-02-25 04:17:00,2025-02-25 04:17:00,20.222,0.0,0.0,0.0,0.0,0.0,4100.03,0.0,0.0,0.0,0.0,0.0,82910.81,25.0,Fear,-6820.76955,,,,,2025-02-25 04:17:00,,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-02-28,2025-02-28 02:02:00,2025-02-28 02:03:00,19.67671153846154,0.0,0.0,0.0,0.0,3866.3500000000004,0.0,0.0,0.0,0.0,0.0,76066.87000000001,0.0,16.0,Extreme Fear,0.0,,,,,,2025-02-28 02:02:00,0.016666666666666666
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-03-03,2025-03-03 02:00:00,2025-03-03 19:57:00,19.572636363636366,0.0,0.0,0.0,0.0,3651.39,7515.110000000001,0.0,0.0,0.0,0.0,70676.59,149224.31999999998,33.0,Fear,2480.902379,,,,,2025-03-03 02:00:00,2025-03-03 13:02:00,17.95
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-03-04,2025-03-04 07:31:00,2025-03-04 15:24:00,16.268692307692305,0.0,0.0,0.0,0.0,3576.38,3575.12,0.0,0.0,0.0,0.0,58671.34999999999,55501.82,15.0,Extreme Fear,-3169.3554679999997,,,,,2025-03-04 15:24:00,2025-03-04 07:31:00,7.883333333333334
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-03-07,2025-03-07 03:36:00,2025-03-07 03:36:00,15.374135135135134,0.0,0.0,0.0,0.0,3608.3599999999997,0.0,0.0,0.0,0.0,0.0,55481.42,0.0,34.0,Fear,0.0,,,,,,2025-03-07 03:36:00,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-03-08,2025-03-08 13:37:00,2025-03-08 13:38:00,15.963106382978722,0.0,0.0,0.0,0.0,0.0,3607.1,0.0,0.0,0.0,0.0,0.0,57580.5,28.0,Fear,2099.019688,,,,,2025-03-08 13:37:00,,0.016666666666666666
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-03-09,2025-03-09 04:47:00,2025-03-09 18:05:00,15.122876923076923,0.0,0.0,0.0,0.0,7796.299999999999,3836.01,0.0,0.0,0.0,0.0,115756.81,58216.869999999995,27.0,Fear,656.540742,,,,,2025-03-09 04:54:00,2025-03-09 04:47:00,13.3
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-03-10,2025-03-10 17:25:00,2025-03-10 22:33:00,15.026735849056605,0.0,0.0,0.0,0.0,4109.03,8067.17,0.0,0.0,0.0,0.0,59580.93,116711.68,20.0,Extreme Fear,-1065.797583,,,,,2025-03-10 17:25:00,2025-03-10 19:48:00,5.133333333333334
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-03-12,2025-03-12 09:49:00,2025-03-12 14:09:00,13.870905660377359,0.0,0.0,0.0,0.0,4228.8,4228.379999999999,0.0,0.0,0.0,0.0,57088.8,58680.590000000004,34.0,Fear,1591.753271,,,,,2025-03-12 14:08:00,2025-03-12 09:49:00,4.333333333333333
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-03-13,2025-03-13 12:59:00,2025-03-13 14:11:00,12.514592592592592,0.0,0.0,0.0,0.0,4618.83,4618.279999999999,0.0,0.0,0.0,0.0,58658.39,56343.020000000004,45.0,Neutral,-2315.377191,,,,,2025-03-13 14:11:00,2025-03-13 12:59:00,1.2
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-03-28,2025-03-28 11:21:00,2025-03-28 11:21:00,13.897761904761905,0.0,0.0,0.0,0.0,4412.91,0.0,0.0,0.0,0.0,0.0,61324.83,0.0,44.0,Fear,0.0,,,,,,2025-03-28 11:21:00,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-03-29,2025-03-29 12:59:00,2025-03-29 13:00:00,12.764144329896908,0.0,0.0,0.0,0.0,0.0,4411.369999999999,0.0,0.0,0.0,0.0,0.0,56306.5,26.0,Fear,-5018.466447,,,,,2025-03-29 12:59:00,,0.016666666666666666
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-03-31,2025-03-31 05:56:00,2025-03-31 07:43:00,12.42447741935484,0.0,0.0,0.0,0.0,4561.7,4560.719999999999,0.0,0.0,0.0,0.0,56284.71,57000.83,34.0,Fear,716.143949,,,,,2025-03-31 07:41:00,2025-03-31 05:56:00,1.7833333333333334
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-04-03,2025-04-03 04:31:00,2025-04-03 04:31:00,12.0,0.0,0.0,0.0,0.0,4564.05,0.0,0.0,0.0,0.0,0.0,54768.6,0.0,25.0,Fear,0.0,,,,,,2025-04-03 04:31:00,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-04-15,2025-04-15 12:17:00,2025-04-15 12:17:00,16.211,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,16.37,0.0,38.0,Fear,0.0,,,,,,2025-04-15 12:17:00,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-04-16,2025-04-16 10:12:00,2025-04-16 10:12:00,15.055318181818182,0.0,0.0,0.0,0.0,0.0,4562.18,0.0,0.0,0.0,0.0,0.0,68679.46,29.0,Fear,-95.985744,,,,,2025-04-16 10:12:00,,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,low_price_low_volatility,2025-04-17,2025-04-17 01:53:00,2025-04-17 02:05:00,7.5039216,10000.0,500.0,10000.0,500.0,0.0,0.0,37744.64,8063.9800000000005,37552.18000000001,8004.96,0.0,0.0,30.0,Fear,-133.41237,2025-04-17 01:53:00,2025-04-17 02:05:00,2025-04-17 01:56:00,2025-04-17 02:05:00,,,0.2
